Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51621
13.3,4,15,4,1.49,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63888
15.6,4,9,4,1.89,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21903
15.6,1,14,4,2.3,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49720
14.0,4,15,8,1.75,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,92312
15.6,4,16,16,2.17,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,205744
15.6,4,16,16,2.06,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,167112
12.5,4,16,16,1.36,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,158224
12.5,4,16,16,0.91,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,171600
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,89055
13.3,4,16,32,1.05,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,246312
15.6,4,16,8,1.99,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,118800
15.6,1,0,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50952
17.3,4,16,24,4.33,1,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,111672
12.5,1,15,8,1.3,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96712
15.6,4,16,8,2.17,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79103
14.0,4,16,8,1.48,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,153912
13.3,4,14,8,1.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83512
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,80168
11.6,1,10,4,1.2,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29920
15.6,1,15,8,1.91,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54471
13.9,4,15,8,1.4,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140712
14.0,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26312
11.6,1,10,4,1.25,0,0,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23320
13.3,4,15,8,1.44,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83512
15.6,4,16,8,2.0,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,107712
15.6,4,15,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,53944
13.3,4,16,8,1.34,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,116424
15.6,4,16,8,2.4,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101112
13.3,4,15,8,1.29,1,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,79112
15.6,4,16,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56232
15.6,4,15,8,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73568
15.6,4,16,16,2.2,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,107293
15.6,4,16,16,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,123196
11.6,1,10,2,1.1,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21560
15.6,1,15,4,2.04,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45889
15.6,4,16,24,2.24,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,261184
15.6,4,15,8,2.04,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,78232
17.3,4,16,16,3.0,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,132352
15.6,4,16,8,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,123112
13.3,4,16,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,123112
14.0,4,15,8,1.64,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,112616
15.6,1,14,4,1.63,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60632
17.3,4,15,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,78232
14.0,4,15,8,2.02,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,117920
15.6,4,16,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70312
15.6,1,14,8,2.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40392
15.6,4,15,4,2.3,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51480
15.6,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,121176
17.3,4,16,16,4.42,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,265124
15.6,4,15,8,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,75680
15.6,14,16,8,2.0,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,114312
13.3,4,10,4,1.2,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32472
15.6,4,15,8,2.3,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,145112
15.6,4,16,8,1.93,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,120472
15.6,4,15,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70172
15.6,4,12,4,1.86,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35111
17.3,4,16,12,2.62,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
14.0,4,16,8,1.87,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,75592
13.3,13,16,8,1.2,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,123112
14.0,4,14,4,1.6,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64757
13.3,13,16,8,1.34,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100760
15.6,4,15,8,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70224
15.6,1,6,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30712
15.6,4,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62084
14.0,4,15,4,1.87,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69080
15.6,4,15,4,2.15,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,40687
15.6,4,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34936
15.6,4,16,8,1.99,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,152152
15.6,4,14,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43912
15.6,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98295
17.3,4,16,16,4.42,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,237512
17.3,3,14,8,2.65,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47885
17.3,4,16,8,2.63,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,112640
15.6,1,10,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19712
13.3,4,9,4,1.35,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22440
17.3,3,16,6,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83512
15.6,4,0,6,1.91,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50063
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54375
11.6,4,10,4,1.25,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30712
15.6,4,14,4,2.05,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55440
13.3,13,11,16,1.16,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,172920
17.3,4,16,8,3.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,263912
15.6,4,15,8,2.5,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73832
13.3,14,15,8,1.21,1,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,140712
15.6,1,15,4,1.93,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84392
15.6,1,15,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65032
15.6,4,12,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30272
14.0,1,15,4,2.02,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,87120
17.3,3,15,8,3.14,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,163767
14.0,1,12,8,1.94,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34232
15.6,4,5,6,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57112
15.6,4,15,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73040
15.6,4,15,4,2.05,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60280
14.0,4,9,4,1.4,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21912
14.0,4,16,16,1.24,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,164120
17.3,4,16,32,4.6,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,234344
17.3,4,16,16,4.14,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,240152
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,65913
14.0,4,10,4,1.45,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34232
15.6,1,15,8,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88750
13.3,4,14,4,1.49,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63272
15.6,4,16,16,1.93,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,135290
11.6,1,10,4,1.26,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25960
17.3,4,16,16,4.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,206712
17.3,4,16,16,3.78,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,131824
14.0,4,16,12,1.4,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,147224
15.6,1,16,12,2.2,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,53592
17.3,4,15,8,2.73,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,155760
15.6,1,15,8,2.2,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65032
15.6,4,1,12,2.2,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83512
11.6,1,11,4,1.39,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53064
15.6,4,16,16,2.5,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,149512
17.3,4,14,4,2.8,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46552
15.6,1,14,8,2.29,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40392
13.3,4,16,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,178200
14.0,4,15,8,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,129712
12.5,4,15,8,1.34,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146960
15.6,4,16,8,2.06,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,155144
15.6,4,16,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,107272
15.6,1,14,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58826
14.0,4,10,4,1.6,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28952
17.3,4,16,16,4.14,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,193512
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40920
15.6,14,16,16,1.8,0,2000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,202312
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,123112
15.6,4,15,6,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49632
15.6,4,16,8,2.0,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114312
14.0,1,12,4,1.6,0,0,0,0,128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30712
15.6,14,13,32,2.5,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,431112
15.6,4,16,16,2.59,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77353
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,39063
15.6,1,14,4,2.25,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,31592
15.6,1,15,4,1.93,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,76472
17.3,4,16,8,3.0,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,102784
15.6,4,15,4,2.18,0,0,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50072
15.6,4,16,8,1.84,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122232
15.6,4,16,16,2.94,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,199572
11.6,1,10,4,1.25,1,0,0,0,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33352
14.0,1,15,8,2.31,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98912
14.0,4,15,8,1.65,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,128920
15.6,4,15,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68288
15.6,1,15,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70312
15.6,1,15,4,1.88,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,82016
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79112
14.0,4,9,2,1.4,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21032
15.6,4,15,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,41184
13.3,4,15,6,1.5,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56233
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,160160
14.0,4,16,16,1.1,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,167200
15.6,4,16,16,2.62,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,130152
15.6,4,15,4,1.8,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,72952
15.6,4,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50952
15.6,1,10,8,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35112
15.6,4,15,8,1.99,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79783
13.3,13,15,8,1.23,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,164472
14.0,1,10,2,1.42,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21912
13.3,4,16,8,1.37,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154653
15.6,14,16,16,2.06,1,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,211112
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,97592
17.0,3,5,8,2.6,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45839
14.0,4,16,16,1.14,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,215600
15.6,4,16,8,2.5,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,102872
15.6,1,14,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39600
14.0,1,10,4,1.43,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24112
14.0,4,15,8,1.8,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,80872
14.0,4,16,16,1.95,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,228712
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,106744
12.5,4,16,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,139392
17.3,4,16,32,3.8,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,246312
15.6,4,15,8,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,62392
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,127591
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,104878
15.6,1,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32111
15.6,4,15,8,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,93632
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,80872
15.6,4,16,16,2.2,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99880
15.6,4,16,8,3.31,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105248
17.3,14,16,32,4.42,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,276969
14.0,4,15,8,1.56,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,108152
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36872
15.6,4,15,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47080
15.6,4,14,6,2.04,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47432
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,130836
15.6,1,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43824
15.6,4,15,8,2.06,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84040
15.6,4,16,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65560
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,110704
15.6,1,14,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36256
13.5,8,16,8,1.25,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,164371
15.6,4,15,8,1.9,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,71980
13.3,4,15,8,1.3,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90992
15.6,1,6,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30712
14.0,4,14,4,1.63,1,0,128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61512
15.6,4,16,16,2.4,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,113872
14.0,4,15,8,1.1,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99880
11.6,1,10,8,1.4,1,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43560
15.6,4,16,8,1.09,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,202312
15.6,4,15,16,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,114312
15.6,4,15,8,2.2,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87815
15.6,1,10,4,1.86,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36872
15.6,4,15,16,3.21,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,180488
17.3,4,14,4,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61512
13.3,4,16,8,1.19,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131912
15.6,4,16,16,3.49,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,247610
15.6,1,15,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,53910
15.6,1,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48019
17.3,4,0,6,2.65,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50072
15.6,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27984
14.0,1,10,4,1.45,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,33000
14.0,4,15,4,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61512
17.3,4,16,8,3.14,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,167903
14.0,9,16,8,1.42,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,227920
13.3,4,15,8,1.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,85624
11.6,1,10,4,1.4,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23672
14.0,4,16,16,1.38,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153912
12.5,4,11,4,1.2,1,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58872
13.3,4,16,16,1.36,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,165176
15.6,4,16,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60632
15.6,4,15,8,2.56,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,72072
15.6,4,5,4,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35112
15.6,1,1,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37752
15.6,4,15,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54688
15.6,1,14,4,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,39600
15.6,4,15,8,2.18,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69960
13.3,4,15,8,1.6,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
15.6,4,16,16,2.18,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,163240
14.0,4,15,8,1.8,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,104808
17.3,4,0,6,2.71,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57641
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,109912
14.0,4,15,8,1.64,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,95832
15.6,4,15,8,1.98,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,63888
14.0,4,10,4,1.5,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26224
15.6,4,15,16,1.93,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,125546
14.0,4,15,8,1.87,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,75422
15.6,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,103752
15.6,1,3,4,2.19,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26224
14.0,5,9,4,1.4,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23320
17.3,4,16,8,2.63,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,105600
14.0,9,16,8,1.17,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,148424
13.3,1,15,8,1.58,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73621
