TypeName,Inches,ScreenResolution,Cpu,Ram,OpSys,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,Price
Notebook,15.6,1920x1080,AMD A12,12,Windows 10,2.2,No,0,512,0,0,83512
2 in 1 Convertible,11.6,1366x768,Intel M ,4,Windows 10,1.39,Yes,0,128,0,0,53064
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.5,No,1000,128,0,0,149512
Notebook,17.3,1920x1080,Intel i3,4,No OS,2.8,No,500,0,0,0,46552
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.29,No,1000,0,0,0,40392
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,Yes,0,512,0,0,178200
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,No,0,256,0,0,129712
2 in 1 Convertible,12.5,1920x1080,Intel i5,8,Windows 10,1.34,Yes,0,256,0,0,146960
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.06,Yes,0,256,0,0,155144
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,No,0,256,0,0,107272
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,No,500,0,0,0,58826
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.6,No,0,0,0,32,28952
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.14,No,1000,128,0,0,193512
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,No,1000,0,0,0,40920
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,1.8,No,2000,256,0,0,202312
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,0,256,0,0,123112
Notebook,15.6,1920x1080,Intel i5,6,Windows 10,2.4,No,1000,0,0,0,49632
2 in 1 Convertible,15.6,1920x1080,Intel i7,8,Windows 10,2.0,Yes,0,256,0,0,114312
Notebook,14.0,1366x768,Intel Pentium,4,Windows 10,1.6,No,0,0,0,128,30712
Notebook,15.6,3840x2160,Intel Xeon,32,Windows 10,2.5,No,0,1000,0,0,431112
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.59,No,1000,0,0,0,77353
Notebook,15.6,1366x768,Intel i3,4,Linux,2.18,No,1000,0,0,0,39063
Notebook,15.6,1366x768,Intel i3,4,Linux,2.25,No,1000,0,0,0,31592
Notebook,15.6,1366x768,Intel i5,4,Linux,1.93,No,500,0,0,0,76472
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,3.0,No,1000,128,0,0,102784
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.18,No,0,128,0,0,50072
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.84,No,0,512,0,0,122232
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.94,No,1000,256,0,0,199572
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.25,Yes,0,0,0,32,33352
Notebook,14.0,1366x768,Intel i5,8,Windows 10,2.31,No,0,256,0,0,98912
Notebook,14.0,1920x1080,Intel i5,8,Windows 7,1.65,No,0,256,0,0,128920
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,No,1000,0,0,0,68288
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.2,No,0,256,0,0,70312
Notebook,15.6,1366x768,Intel i5,4,Windows 7,1.88,No,500,0,0,0,82016
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,0,0,0,79112
Notebook,14.0,1920x1080,Intel Atom,2,Windows 10,1.4,No,0,0,0,32,21032
Notebook,15.6,1920x1080,Intel i5,4,No OS,2.2,No,0,128,0,0,41184
2 in 1 Convertible,13.3,1920x1080,Intel i5,6,Windows 10,1.5,Yes,1000,0,0,0,56233
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,160160
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.1,No,0,512,0,0,167200
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.62,No,1000,256,0,0,130152
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,1.8,No,0,256,0,0,72952
Notebook,15.6,1920x1080,Intel i3,4,Windows 10,2.2,No,1000,0,0,0,50952
Notebook,15.6,1366x768,Intel Celeron,8,Windows 10,2.0,No,1000,0,0,0,35112
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.99,No,1000,0,0,0,79783
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.23,Yes,0,256,0,0,164472
Notebook,14.0,1366x768,Intel Celeron,2,Windows 10,1.42,No,0,0,0,32,21912
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,Yes,0,256,0,0,154653
Notebook,15.6,3840x2160,Intel i7,16,Windows 10,2.06,Yes,0,1000,0,0,211112
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,128,0,0,97592
Notebook,17.0,1600x900,AMD A9,8,Windows 10,2.6,No,1000,0,0,0,45839
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.14,No,0,512,0,0,215600
Gaming,15.6,1920x1080,Intel i7,8,No OS,2.5,No,1000,0,0,0,102872
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.4,No,500,0,0,0,39600
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.43,No,0,0,0,32,24112
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.8,No,0,256,0,0,80872
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,No,0,256,0,0,228712
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,No,0,256,0,0,106744
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.36,No,0,256,0,0,139392
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,3.8,No,0,512,0,0,246312
Gaming,15.6,1920x1080,Intel i5,8,Linux,2.4,No,1000,0,0,0,62392
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.2,No,0,256,0,0,127591
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,128,0,0,104878
Notebook,15.6,1366x768,Intel i3,4,No OS,1.86,No,500,0,0,0,32111
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,No,500,0,0,0,93632
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,0,256,0,0,80872
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.2,No,2000,256,0,0,99880
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,3.31,No,1000,128,0,0,105248
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,4.42,No,1000,512,0,0,276969
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.56,No,0,256,0,0,108152
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.2,No,500,0,0,0,36872
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.2,No,500,0,0,0,47080
Notebook,15.6,1920x1080,Intel i3,6,Windows 10,2.04,No,1000,0,0,0,47432
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,1000,128,0,0,130836
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,No,0,128,0,0,43824
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.06,No,1000,0,0,0,84040
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.1,No,1000,0,0,0,65560
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.0,No,0,256,0,0,110704
Notebook,15.6,1366x768,Intel i3,4,Linux,2.1,No,0,128,0,0,36256
Ultrabook,13.5,2256x1504,Intel i7,8,Windows 10 S,1.25,Yes,0,256,0,0,164371
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,1000,128,0,0,71980
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.3,Yes,0,256,0,0,90992
Notebook,15.6,1366x768,AMD E,4,Windows 10,2.2,No,0,128,0,0,30712
2 in 1 Convertible,14.0,1920x1080,Intel i3,4,Windows 10,1.63,Yes,0,128,0,0,61512
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.4,No,1000,256,0,0,113872
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.1,No,0,256,0,0,99880
2 in 1 Convertible,11.6,1366x768,Intel Celeron,8,Chrome OS,1.4,Yes,0,0,0,64,43560
Ultrabook,15.6,1920x1080,Intel i7,8,Windows 10,1.09,No,0,512,0,0,202312
Gaming,15.6,1920x1080,Intel i5,16,Windows 10,2.5,No,0,256,0,0,114312
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,0,256,0,0,87815
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,1.86,No,0,128,0,0,36872
Gaming,15.6,1920x1080,Intel i5,16,Windows 10,3.21,No,1000,128,0,0,180488
Notebook,17.3,1920x1080,Intel i3,4,Windows 10,2.5,No,0,256,0,0,61512
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.19,Yes,0,512,0,0,131912
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.49,No,1000,256,0,0,247610
Notebook,15.6,1366x768,Intel i5,4,Windows 10,1.86,No,500,0,0,0,53910
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.2,No,1000,0,0,0,48019
Notebook,17.3,1920x1080,AMD A10,6,Windows 10,2.65,No,2000,0,0,0,50072
Notebook,15.6,1366x768,Intel Celeron,4,Windows 10,2.1,No,500,0,0,0,27984
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.45,No,0,0,0,32,33000
Notebook,14.0,1920x1080,Intel i5,4,Windows 10,1.7,No,0,256,0,0,61512
Workstation,17.3,1920x1080,Intel i7,8,Windows 10,3.14,No,500,0,0,0,167903
2 in 1 Convertible,14.0,2560x1440,Intel i7,8,Windows 10,1.42,Yes,0,256,0,0,227920
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.5,No,0,256,0,0,85624
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,No,0,0,0,32,23672
2 in 1 Convertible,14.0,1920x1080,Intel i7,16,Windows 10,1.38,Yes,0,512,0,0,153912
2 in 1 Convertible,12.5,1920x1080,Intel M ,4,Chrome OS,1.2,Yes,0,0,0,64,58872
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,1.36,Yes,0,512,0,0,165176
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.1,No,500,0,0,0,60632
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.56,No,1000,0,0,0,72072
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,2.2,No,0,256,0,0,35112
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.2,No,1000,0,0,0,37752
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.1,No,1000,0,0,0,54688
Notebook,15.6,1366x768,Intel i3,4,No OS,1.9,No,500,0,0,0,39600
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,No,0,256,0,0,69960
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.6,Yes,0,256,0,0,87912
Workstation,15.6,1920x1080,Intel i7,16,Windows 7,2.18,No,0,512,0,0,163240
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.8,No,0,256,0,0,104808
Notebook,17.3,1920x1080,AMD A10,6,Windows 10,2.71,No,2000,0,0,0,57641
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,128,0,0,109912
Notebook,14.0,1920x1080,Intel i5,8,Linux,1.64,No,0,256,0,0,95832
Notebook,15.6,1920x1080,Intel i5,8,Linux,1.98,No,1000,0,0,0,63888
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.5,No,0,0,0,32,26224
Notebook,15.6,1920x1080,Intel i5,16,Windows 10,1.93,No,0,512,0,0,125546
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.87,No,0,256,0,0,75422
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,0,256,0,0,103752
Notebook,15.6,1366x768,AMD A6,4,Windows 10,2.19,No,500,0,0,0,26224
Notebook,14.0,1920x1200,Intel Atom,4,Windows 10,1.4,No,32,0,0,0,23320
Notebook,17.3,1920x1080,Intel i7,8,Windows 10,2.63,No,0,256,0,0,105600
Ultrabook,14.0,2560x1440,Intel i7,8,Windows 10,1.17,No,0,512,0,0,148424
2 in 1 Convertible,13.3,1366x768,Intel i5,8,Windows 10,1.58,Yes,0,256,0,0,73621
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,No,0,256,0,0,131912
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,4.36,No,1000,1000,0,0,322027
Gaming,17.3,1920x1080,Intel i7,8,Windows 10,2.7,No,1000,128,0,0,118666
Notebook,15.6,1366x768,Intel i5,4,No OS,1.9,No,1000,0,0,0,43111
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,1000,128,0,0,63272
2 in 1 Convertible,13.3,1920x1080,Intel i3,4,Windows 10,1.71,Yes,1000,0,0,0,57112
Notebook,15.6,1366x768,Intel i5,8,Linux,2.32,No,1000,0,0,0,51878
Notebook,15.6,1920x1080,AMD A9,4,Windows 10,2.1,No,1000,0,0,0,43032
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,No,1000,128,0,0,170280
Notebook,15.6,1366x768,Intel i5,12,Windows 10,2.25,No,1000,0,0,0,57112
Notebook,15.6,1920x1080,AMD A9,6,Windows 10,2.1,No,1000,128,0,0,57200
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.4,No,500,0,0,0,49192
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.44,No,0,256,0,0,84480
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,1.85,No,1000,0,0,0,68552
Workstation,15.6,1920x1080,Intel i7,16,Windows 10,2.6,No,0,256,0,0,212872
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.55,Yes,1000,0,0,0,57992
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,1.8,No,1000,256,0,0,184314
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.4,No,500,0,0,0,36150
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,1000,128,0,0,106216
Notebook,15.6,1366x768,Intel i3,8,Windows 10,2.0,No,0,256,0,0,58520
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.25,Yes,0,256,0,0,135080
2 in 1 Convertible,14.0,1920x1080,Intel i5,8,Windows 10,1.7,Yes,0,256,0,0,87912
Workstation,15.6,3840x2160,Intel i7,16,Windows 10,2.5,No,0,1000,0,0,290312
Notebook,14.0,1366x768,Intel Celeron,2,Chrome OS,1.68,No,0,0,0,32,29040
Ultrabook,13.3,1920x1080,Intel i7,16,Windows 10,0.81,No,0,256,0,0,145112
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,1.86,No,0,256,0,0,47432
Notebook,14.0,1366x768,Intel i5,8,Windows 10,1.6,No,0,256,0,0,99150
Workstation,17.3,1920x1080,Intel Xeon,16,Windows 7,3.0,No,0,256,0,0,386232
Netbook,11.6,1366x768,Intel Celeron,4,Windows 10,1.4,Yes,0,128,0,0,41800
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,No,0,256,0,0,167200
Notebook,15.6,1366x768,Intel i5,4,No OS,2.45,No,1000,0,0,0,50952
Ultrabook,14.0,1920x1080,Intel i5,4,Windows 10,1.7,No,0,180,0,0,96448
Notebook,15.6,1366x768,Intel i7,4,Windows 10,2.37,No,0,256,0,0,74791
2 in 1 Convertible,13.3,3200x1800,Intel i5,8,Windows 10,1.3,Yes,0,256,0,0,105512
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,1000,128,0,0,96712
Workstation,15.6,1920x1080,Intel i7,8,Windows 7,2.59,No,0,256,0,0,137368
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,4.42,No,1000,256,0,0,252471
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,No,0,256,0,0,52712
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.5,No,1000,128,0,0,92224
Ultrabook,12.5,1920x1080,Intel i7,16,Windows 10,1.18,No,0,256,0,0,163592
Ultrabook,12.3,2400x1600,Intel i5,8,Chrome OS,1.1,Yes,0,256,0,0,137192
Ultrabook,13.3,3200x1800,Intel i5,8,Windows 10,1.2,No,0,256,0,0,99352
Notebook,13.3,1366x768,Intel i3,4,Windows 10,1.65,No,500,0,0,0,74712
Notebook,13.3,1366x768,Intel i5,4,Windows 10,1.6,No,0,128,0,0,57640
Notebook,17.3,1366x768,Intel Pentium,4,Windows 10,2.8,No,1000,0,0,0,41390
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,2.72,Yes,1000,128,0,0,96712
Ultrabook,13.3,1920x1080,Intel i7,8,Windows 10,1.31,Yes,0,256,0,0,140712
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.1,No,1000,0,0,0,26224
Notebook,15.6,1920x1080,Intel i7,16,Windows 10,2.3,No,0,256,0,0,103952
2 in 1 Convertible,15.0,1920x1080,Intel i7,16,Windows 10,1.71,Yes,0,256,0,0,158312
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.75,No,0,128,0,0,89760
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.62,No,1000,0,0,0,96712
Ultrabook,12.5,1366x768,Intel i5,4,Windows 10,1.26,No,0,256,0,0,109472
2 in 1 Convertible,15.6,1920x1080,Intel i7,12,Windows 10,2.3,Yes,2000,0,0,0,73832
Notebook,15.6,3840x2160,Intel i7,16,Windows 7,2.5,No,0,512,0,0,208560
Notebook,14.0,1920x1080,Intel i3,4,Windows 10,1.8,No,0,128,0,0,55968
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.95,No,0,512,0,0,255112
Notebook,15.6,1920x1080,Intel Pentium,8,Windows 10,2.0,No,0,128,0,0,51207
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,No,1000,1000,0,0,315814
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.3,No,1000,256,0,0,206800
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.47,No,0,512,0,0,155232
Notebook,15.6,1366x768,Intel Celeron,8,No OS,2.2,No,1000,0,0,0,28952
Ultrabook,14.0,1920x1080,Intel i7,16,Windows 10,1.7,No,0,512,0,0,202312
Gaming,14.0,1920x1080,Intel i7,16,Windows 10,1.6,No,1000,256,0,0,166408
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.2,No,1000,128,0,0,95832
Gaming,15.6,1920x1080,Intel i7,4,Windows 10,2.4,No,1000,0,0,0,87912
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.2,No,1000,256,0,0,202312
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.62,No,0,256,0,0,86680
Gaming,15.6,1920x1080,Intel i7,8,Windows 10,2.24,No,1000,128,0,0,117832
Notebook,14.0,1920x1080,Intel Celeron,4,Windows 10,1.22,No,0,0,0,32,17855
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,Yes,0,512,0,0,173360
2 in 1 Convertible,15.6,1920x1080,Intel i5,8,Windows 10,2.08,Yes,0,256,0,0,84392
Ultrabook,12.0,2304x1440,Intel M ,8,Mac OS X,0.92,No,0,0,0,512,102520
2 in 1 Convertible,14.0,2560x1440,Intel i5,8,Windows 10,1.42,Yes,0,256,0,0,205040
Notebook,14.0,1366x768,Intel Celeron,4,Windows 10,1.63,No,0,0,0,32,26312
Notebook,15.6,1366x768,Intel i5,8,Windows 10,1.95,No,0,128,0,0,71280
2 in 1 Convertible,13.9,1920x1080,Intel i7,8,Windows 10,1.38,Yes,0,256,0,0,118712
Notebook,15.6,1920x1080,Intel i3,8,Windows 10,2.0,No,0,256,0,0,65032
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,3.14,No,0,256,0,0,181711
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.37,No,0,256,0,0,96712
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.29,No,0,256,0,0,131912
Notebook,15.6,3840x2160,Intel i5,8,Windows 10,2.06,Yes,0,256,0,0,153912
Netbook,11.6,1366x768,Intel Pentium,4,Windows 10,1.63,No,0,128,0,0,65472
Netbook,12.5,1366x768,Intel i5,8,Windows 10,1.26,No,0,256,0,0,122232
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.1,No,500,0,0,0,68640
Notebook,15.6,1366x768,AMD A12,8,Windows 10,2.04,No,2000,0,0,0,55352
Gaming,15.6,3840x2160,Intel i7,16,Windows 10,2.62,No,0,512,0,0,147752
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.4,No,1000,0,0,0,53592
Gaming,17.3,1920x1080,Intel i7,12,Windows 10,3.74,No,1000,0,0,0,153912
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,No,1000,512,0,0,212520
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,0.81,No,0,256,0,0,131912
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,1.98,No,1000,0,0,0,84568
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.18,No,0,256,0,0,69503
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.32,No,0,256,0,0,163592
Ultrabook,12.5,3840x2160,Intel i7,16,Windows 10,1.29,Yes,0,512,0,0,158312
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.23,No,0,0,0,16,33880
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,4.36,No,1000,128,0,0,220442
Notebook,14.0,1366x768,Intel i5,4,Windows 10,1.76,No,500,0,0,0,66440
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.1,No,500,0,0,0,43111
Ultrabook,14.0,1366x768,Intel i5,4,Windows 10,1.25,No,0,128,0,0,95920
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.13,No,0,512,0,0,219912
Gaming,15.6,1920x1080,Intel i5,8,Windows 10,2.4,No,0,256,0,0,105512
Ultrabook,14.0,1920x1080,Intel i5,8,Windows 10,1.13,No,0,0,0,256,165000
Notebook,14.0,1366x768,Intel Pentium,4,Windows 10,1.75,No,0,128,0,0,43912
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.1,Yes,0,256,0,0,119504
Notebook,14.0,1366x768,Intel i3,4,Windows 10,1.76,No,500,0,0,0,51480
Netbook,11.6,1366x768,Intel Celeron,4,Chrome OS,1.35,No,0,0,0,32,31240
Notebook,14.0,1920x1080,Intel i3,8,Windows 10,1.5,No,0,128,0,0,54472
Gaming,17.3,3840x2160,Intel i7,32,Windows 10,3.49,Yes,0,512,0,0,483912
Ultrabook,14.0,2560x1440,Intel i7,16,Windows 10,1.1,No,0,512,0,0,184712
Notebook,15.6,1920x1080,Intel i5,4,Linux,2.1,No,1000,0,0,0,45672
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.7,No,0,256,0,0,104368
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.32,No,0,256,0,0,145200
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,3.21,No,1000,256,0,0,244167
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.9,No,1000,256,0,0,212872
Notebook,15.6,1366x768,Intel i3,4,Windows 10,2.0,No,500,0,0,0,58872
Notebook,14.0,1366x768,Intel Celeron,4,Chrome OS,1.5,No,0,0,0,16,28600
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,128,0,0,0,51920
Gaming,17.3,1920x1080,Intel i7,16,Windows 10,2.73,No,1000,512,0,0,158312
Gaming,17.3,1920x1080,Intel i7,32,Windows 10,4.42,No,1000,512,0,0,270414
Notebook,17.3,1600x900,Intel i5,8,Windows 10,2.63,No,1000,0,0,0,80080
Notebook,15.6,1366x768,Intel i5,8,Windows 10,2.18,No,0,128,0,0,62831
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 7,1.54,No,0,512,0,0,164560
Notebook,15.6,1920x1080,Intel i7,4,Windows 10,2.18,No,0,256,0,0,65032
2 in 1 Convertible,11.6,1366x768,Intel Celeron,4,Chrome OS,1.4,Yes,0,0,0,32,54120
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.45,No,0,512,0,0,90288
2 in 1 Convertible,13.3,1920x1080,Intel i5,8,Windows 10,1.28,Yes,0,256,0,0,200376
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.54,No,0,512,0,0,129184
Notebook,15.6,1366x768,Intel Celeron,4,No OS,1.86,No,0,128,0,0,26312
Gaming,15.6,1920x1080,Intel i7,16,Windows 10,2.1,No,1000,128,0,0,167112
Notebook,17.3,1920x1080,Intel i7,8,Linux,2.83,No,1000,0,0,0,76120
Ultrabook,14.0,1920x1080,Intel i7,8,Windows 10,1.96,No,0,256,0,0,167464
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.3,No,0,256,0,0,69256
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.9,No,0,128,0,0,83160
Notebook,15.6,1366x768,Intel Pentium,4,Windows 10,2.0,No,1000,0,0,0,39512
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.28,Yes,0,256,0,0,225192
Notebook,13.3,1920x1080,Intel i5,8,Windows 10,1.62,Yes,1000,0,0,0,57112
Notebook,15.6,1920x1080,Intel i3,4,No OS,2.2,No,1000,0,0,0,41272
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,2.3,No,1000,0,0,0,74858
Notebook,15.6,1920x1080,Intel i5,8,Windows 10,1.84,No,0,256,0,0,118712
Notebook,13.3,1920x1080,Intel i5,4,Windows 10,1.05,No,0,128,0,0,113080
Gaming,15.6,1920x1080,Intel i5,8,No OS,2.5,No,1000,0,0,0,89496
Ultrabook,13.3,3200x1800,Intel i7,16,Windows 10,1.29,Yes,0,512,0,0,197120
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.07,No,500,0,0,0,80080
Ultrabook,13.3,1366x768,Intel i5,8,Windows 10,1.2,No,0,256,0,0,96360
2 in 1 Convertible,13.3,1920x1080,Intel i7,8,Windows 10,1.37,Yes,0,256,0,0,171600
Notebook,14.0,1920x1080,Intel i5,8,Windows 10,1.56,No,0,256,0,0,79376
Workstation,15.6,1920x1080,Intel i7,8,Windows 10,2.23,No,1000,0,0,0,156464
Notebook,15.6,1366x768,Intel i5,4,Windows 10,2.38,No,500,0,0,0,92840
Notebook,15.6,1920x1080,Intel i3,4,No OS,2.2,No,1000,0,0,0,42152
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.0,No,0,256,0,0,122144
Notebook,13.3,1920x1080,Intel i3,4,Windows 10,1.44,No,0,180,0,0,64680
Ultrabook,15.0,1920x1080,Intel i7,16,Windows 10,1.23,No,0,256,0,0,162712
Ultrabook,12.5,1920x1080,Intel i7,8,Windows 10,1.6,No,0,256,0,0,148720
Notebook,15.6,1366x768,Intel Pentium,4,Linux,2.0,No,1000,0,0,0,35111
Ultrabook,13.3,1920x1080,Intel i5,8,Windows 10,1.28,No,0,256,0,0,82280
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.18,No,1000,128,0,0,80300
Notebook,15.6,1920x1080,Intel i5,4,Windows 10,2.04,No,0,256,0,0,73832
2 in 1 Convertible,13.3,1920x1080,Intel i5,4,Windows 10,1.28,Yes,0,256,0,0,149600
2 in 1 Convertible,15.6,1366x768,Intel i5,4,Windows 10,2.3,Yes,500,0,0,0,60262
Notebook,14.1,1366x768,Intel Celeron,4,Windows 10,1.65,No,0,0,0,32,30624
Notebook,15.6,1920x1080,Intel i7,8,Windows 10,2.2,No,1000,0,0,0,58872
